id,zip,state,county,poverty,price2007,price2013
8545,13140,NY,cayuga,12.7,81600,84000
8546,3086,NH,hillsborough,7.0,271700,194900
8547,11976,NY,suffolk,5.3,1936300,2363100
8549,61755,IL,tazewell,8.0,133400,145500
8550,61880,IL,champaign,18.2,120100,123700
8551,11930,NY,suffolk,5.3,1468900,1513000
8552,94525,CA,contra costa,8.7,519800,295600
8553,7863,NJ,warren,6.2,277600,183700
8554,21536,MD,garrett,12.9,115200,115900
8555,61568,IL,tazewell,8.0,142500,157400
8556,15557,PA,somerset,11.4,78100,109900
8557,3037,NH,rockingham,4.6,305700,235900
8558,60071,IL,mchenry,5.3,221200,156600
8559,93615,CA,tulare,23.2,142600,84100
8560,16423,PA,erie,14.4,98600,109000
8561,27544,NC,granville,13.2,116600,108300
8562,34945,FL,saint lucie,10.8,348800,177400
8563,35490,AL,tuscaloosa,18.6,111100,116400
8565,44304,OH,summit,14.0,63700,44100
8566,54448,WI,marathon,8.0,147300,135700
8567,44217,OH,wayne,8.8,128900,109900
8568,53184,WI,walworth,9.6,174400,146500
8569,10993,NY,rockland,8.8,315500,192700
8570,17068,PA,perry,8.6,152200,154600
8571,32764,FL,brevard,8.6,280100,172900
8573,92285,CA,san bernardino,12.1,134100,77700
8574,27509,NC,granville,13.2,116600,100600
8575,80651,CO,weld,11.6,183000,174400
8576,92121,CA,san diego,11.1,548600,526500
8577,98570,WA,lewis,14.2,173100,161600
8578,7440,NJ,morris,4.1,442000,333500
8579,15531,PA,somerset,11.4,81800,89200
8580,95045,CA,san benito,11.7,757000,425100
8581,37191,TN,montgomery,12.7,116000,139200
8582,78560,TX,hidalgo,34.0,63000,74400
8583,40023,KY,jefferson,14.6,244900,253100
8584,16693,PA,blair,13.8,80900,80800
8585,53191,WI,walworth,9.6,234400,223400
8586,74116,OK,rogers,9.8,63400,62800
8587,16426,PA,erie,14.4,134600,134200
8588,38049,TN,tipton,16.5,98200,87300
8589,85623,AZ,pinal,12.5,232500,164200
8590,10524,NY,putnam,6.7,505000,388500
8591,32195,FL,marion,13.0,263600,170900
8592,27050,NC,forsyth,14.1,109200,108700
8595,22974,VA,fluvanna,7.0,260100,216600
8596,12053,NY,schenectady,11.1,180800,166600
8597,19035,PA,montgomery,5.3,986700,822200
8598,23457,VA,virginia beach city,6.6,411300,337200
8600,96143,CA,placer,6.0,499500,362400
8601,8056,NJ,gloucester,7.6,348900,307600
8602,18635,PA,luzerne,11.7,91600,105500
8603,21710,MD,frederick,5.3,534900,386700
8604,10594,NY,westchester,7.7,633100,494000
8605,93643,CA,madera,16.9,292800,216800
8606,76259,TX,denton,7.1,142700,154700
8607,97539,OR,jackson,13.4,280800,189900
8608,6277,CT,windham,8.5,231900,167500
8609,37853,TN,blount,12.0,128500,126800
8612,10913,NY,rockland,8.8,584100,453400
8613,12871,NY,saratoga,6.9,159700,149000
8614,10921,NY,orange,10.5,326700,215100
8615,37143,TN,cheatham,9.3,161400,161300
8616,81419,CO,delta,12.1,160900,157000
8617,8343,NJ,gloucester,7.6,246900,189400
8618,32744,FL,volusia,14.1,178300,90400
8619,48876,MI,eaton,8.4,156100,106900
8620,6420,CT,new london,6.9,295100,230800
8621,7420,NJ,passaic,13.4,331600,195900
8622,98051,WA,king,9.9,406100,361300
8623,11977,NY,suffolk,5.3,918500,690800
8625,10926,NY,orange,10.5,259200,169700
8626,13456,NY,oneida,14.5,125900,130400
8627,49326,MI,kent,13.1,116700,101400
8628,17301,PA,adams,7.4,198200,140200
8629,14548,NY,ontario,9.5,100900,112100
8630,7627,NJ,bergen,5.9,757100,610500
8632,49076,MI,eaton,8.4,125700,98800
8633,53531,WI,dane,10.9,186500,194500
8634,64054,MO,jackson,15.0,85500,58300
8635,52213,IA,linn,9.9,127100,142400
8636,12580,NY,dutchess,8.7,297400,198100
8637,95237,CA,san joaquin,14.2,375000,233500
8638,2764,MA,bristol,9.3,301300,246100
8640,93256,CA,tulare,23.2,107000,89500
8641,19541,PA,berks,11.1,195400,187800
8642,55114,MN,ramsey,13.5,248200,179000
8643,61063,IL,winnebago,13.8,107600,93700
8644,1468,MA,worcester,9.5,216200,167100
8645,1985,MA,essex,10.4,519800,459600
8646,7640,NJ,bergen,5.9,747800,587100
8647,15419,PA,washington,9.6,68500,73100
8648,14485,NY,livingston,12.8,126100,139400
8650,49336,MI,mecosta,22.0,83900,62500
8651,3819,NH,rockingham,4.6,289300,229300
8652,21057,MD,baltimore,19.9,505500,418000
8653,32759,FL,volusia,14.1,189700,114000
8654,80530,CO,weld,11.6,185700,184300
8655,53020,WI,sheboygan,7.9,181600,170600
8656,73054,OK,oklahoma,15.9,99100,116800
8657,86334,AZ,yavapai,12.6,280300,177800
8658,85263,AZ,maricopa,12.9,577500,436900
8659,38449,TN,giles,15.0,93300,96600
8660,17960,PA,schuylkill,11.9,131000,133900
8661,29578,SC,horry,14.0,152900,67200
8663,12449,NY,ulster,11.2,196100,155900
8664,1010,MA,hampden,16.4,251700,218500
8665,54229,WI,brown,10.3,163700,164400
8666,30543,GA,hall,12.0,124800,74400
8668,2838,RI,providence,15.4,257400,168800
8669,3044,NH,rockingham,4.6,294000,219000
8670,8089,NJ,camden,10.6,218600,154800
8671,22645,VA,frederick,6.6,279100,195200
8672,98595,WA,grays harbor,14.9,132400,118100
8673,55006,MN,isanti,7.6,163600,109900
8674,21830,MD,wicomico,13.2,191300,141300
8675,15670,PA,westmoreland,9.5,107700,108400
8676,3034,NH,rockingham,4.6,287900,224100
8677,21918,MD,cecil,9.3,271700,207400
8678,64048,MO,clay,7.1,157600,169600
8679,96771,HI,hawaii,13.1,165100,152100
8680,12594,NY,dutchess,8.7,302300,202900
8681,14823,NY,steuben,15.0,52500,64800
8682,18334,PA,monroe,9.1,180100,121200
8684,44430,OH,trumbull,14.6,72200,52100
8685,65604,MO,greene,13.7,103900,99200
8687,32567,FL,walton,11.8,130800,92400
8689,6375,CT,new london,6.9,258800,203100
8690,12027,NY,saratoga,6.9,217400,222700
8691,35178,AL,shelby,6.9,121000,99400
8692,80106,CO,el paso,10.0,304500,300600
8693,93453,CA,san luis obispo,11.5,483700,385400
8694,65255,MO,boone,16.0,126400,138700
8695,21658,MD,queen annes,6.1,530700,382900
8697,98261,WA,san juan,9.9,403800,417900
8698,38230,TN,weakley,18.9,46700,62000
8699,17344,PA,adams,7.4,163200,120900
8701,3753,NH,sullivan,8.9,281100,193000
8703,92590,CA,riverside,11.7,1166600,772800
8704,54173,WI,brown,10.3,179400,173200
8705,21104,MD,howard,4.5,541100,448600
8706,6853,CT,fairfield,6.7,1023100,806800
8707,49453,MI,allegan,10.7,237200,248800
8708,95458,CA,lake,16.4,206500,101300
8709,17970,PA,schuylkill,11.9,39800,42400
8710,72937,AR,sebastian,16.1,70700,78800
8711,35143,AL,shelby,6.9,120400,126300
8712,71964,AR,garland,18.1,126700,134800
8713,61019,IL,winnebago,13.8,178600,142000
8714,1929,MA,essex,10.4,462600,470300
8716,12835,NY,saratoga,6.9,163900,168600
8717,37189,TN,davidson,15.2,147700,151700
8718,44609,OH,mahoning,16.6,95000,84000
8719,49344,MI,barry,8.4,165600,135700
8720,55349,MN,wright,5.0,197200,148800
8721,22427,VA,caroline,9.2,227700,145300
8723,44627,OH,wayne,8.8,162200,166300
8724,55005,MN,anoka,6.4,244200,182900
8725,23603,VA,newport news city,14.7,186300,142000
8726,15140,PA,allegheny,11.6,60800,50900
8727,34981,FL,saint lucie,10.8,261600,131400
8728,22625,VA,frederick,6.6,317600,200700
8729,44704,OH,stark,10.9,60400,39300
8730,45418,OH,montgomery,14.8,115400,93900
8731,13803,NY,cortland,14.8,72700,96400
8732,43046,OH,fairfield,8.9,156400,148300
8733,1770,MA,middlesex,6.9,766600,715800
8734,6259,CT,windham,8.5,305800,222100
8735,21660,MD,caroline,11.7,249400,171100
8736,37085,TN,rutherford,11.8,153700,164100
8737,93675,CA,fresno,20.0,324300,198600
8738,76044,TX,johnson,11.3,122300,119300
8739,99009,WA,spokane,13.1,181600,195800
8740,19555,PA,berks,11.1,152700,132500
8741,7737,NJ,monmouth,6.1,352800,301700
8742,2831,RI,providence,15.4,351700,249400
8743,17028,PA,dauphin,11.0,187500,177000
8744,95310,CA,tuolumne,12.5,302800,179500
8745,10916,NY,orange,10.5,392500,285700
8746,28088,NC,rowan,12.3,102200,88700
8748,12525,NY,ulster,11.2,281600,232800
8751,95655,CA,sacramento,12.2,429700,273600
8752,16625,PA,blair,13.8,82100,106300
8753,14471,NY,ontario,9.5,129900,160800
8754,44288,OH,portage,10.8,104600,79100
8755,54479,WI,marathon,8.0,103800,97400
8757,75173,TX,collin,6.2,121900,145100
8759,60421,IL,will,5.9,196100,158800
8760,8829,NJ,hunterdon,3.7,288500,227500
8761,20759,MD,howard,4.5,749000,592500
8762,32180,FL,volusia,14.1,186600,121300
8763,7423,NJ,bergen,5.9,744500,642900
8764,18249,PA,luzerne,11.7,169700,166500
8765,20004,DC,district of columbia,-1.0,389400,451100
8766,60151,IL,kane,7.8,250000,187500
8767,2670,MA,barnstable,6.6,360100,317800
8768,80645,CO,weld,11.6,154600,148200
8769,17364,PA,york,8.6,186800,156500
8770,95634,CA,el dorado,8.2,343300,184100
8772,55043,MN,washington,4.7,237800,205800
8773,93451,CA,san luis obispo,11.5,377900,259100
8774,6231,CT,tolland,6.3,286100,254000
8775,44084,OH,ashtabula,15.5,129600,129000
8777,10987,NY,orange,10.5,592700,403600
8778,13438,NY,oneida,14.5,101700,101100
8779,8554,NJ,burlington,5.0,174000,139100
8781,7927,NJ,morris,4.1,485300,402200
8782,21915,MD,cecil,9.3,295300,218100
8783,16875,PA,centre,14.7,152000,163700
8784,3813,NH,carroll,9.5,169700,152800
8785,75750,TX,smith,14.3,83600,92400
8787,7857,NJ,morris,4.1,314800,244900
8788,8836,NJ,somerset,3.3,609000,511000
8789,27503,NC,durham,15.9,251700,245400
8790,37409,TN,hamilton,13.5,83500,79300
8791,15697,PA,westmoreland,9.5,89500,79000
8792,43061,OH,delaware,4.5,194600,196500
8793,20119,VA,fauquier,5.7,445800,307500
8794,44470,OH,trumbull,14.6,115000,96700
8795,49088,MI,kalamazoo,16.2,179600,150400
8796,54023,WI,saint croix,5.3,183400,189000
8797,6751,CT,litchfield,5.4,348700,265600
8798,18051,PA,lehigh,9.1,307800,244400
8799,29374,SC,spartanburg,13.7,111900,121500
8800,2668,MA,barnstable,6.6,454100,374500
8801,95004,CA,monterey,12.1,773400,472400
8802,18346,PA,monroe,9.1,165100,105300
8803,25315,WV,kanawha,14.0,51400,62600
8804,74653,OK,kay,18.1,52300,57000
8805,98557,WA,grays harbor,14.9,148100,126200
8806,18660,PA,luzerne,11.7,103300,120300
8807,32343,FL,gadsden,25.4,131500,99200
8808,53560,WI,dane,10.9,190800,193000
8809,18709,PA,luzerne,11.7,62800,67200
8810,85324,AZ,yavapai,12.6,196400,119900
8811,98039,WA,king,9.9,1488500,1626800
8812,23696,VA,york,4.1,329100,268200
8814,3826,NH,rockingham,4.6,312200,229400
8816,45120,OH,clermont,9.0,114400,97100
8817,12775,NY,sullivan,14.2,249600,154500
8818,1225,MA,berkshire,10.8,174100,169000
8820,37031,TN,sumner,9.4,149000,155500
8822,97064,OR,columbia,8.8,157400,127000
8823,72946,AR,crawford,18.4,69900,88900
8825,16115,PA,beaver,9.9,127200,111700
8827,27207,NC,chatham,11.3,151200,150200
8828,12529,NY,columbia,10.0,247000,200300
8829,17980,PA,schuylkill,11.9,64600,57000
8832,76527,TX,williamson,6.0,104900,172300
8833,28726,NC,henderson,10.9,108500,116300
8834,12484,NY,ulster,11.2,251600,221300
8835,29704,SC,york,12.1,116700,118700
8836,41007,KY,campbell,10.0,108900,130900
8837,80951,CO,el paso,10.0,208700,203900
8838,15014,PA,allegheny,11.6,56800,65600
8839,15944,PA,westmoreland,9.5,101100,86000
8841,1506,MA,worcester,9.5,238000,191500
8842,13080,NY,onondaga,12.8,93300,117100
8843,15636,PA,westmoreland,9.5,156300,148300
8844,93285,CA,kern,18.1,203100,144300
8846,13116,NY,onondaga,12.8,111300,122700
8848,97127,OR,yamhill,11.7,188800,167500
8849,61434,IL,henry,9.8,60200,71600
8850,38357,TN,mcnairy,19.1,79000,69700
8851,80535,CO,larimer,12.2,201300,198200
8852,53058,WI,waukesha,4.1,353900,344400
8854,14821,NY,steuben,15.0,64200,85600
8855,53103,WI,waukesha,4.1,241600,218000
8857,12546,NY,dutchess,8.7,240300,196200
8858,17509,PA,lancaster,8.6,199700,183600
8859,44040,OH,cuyahoga,15.7,445900,406500
8860,93271,CA,tulare,23.2,295600,235600
8861,96725,HI,hawaii,13.1,637200,524200
8862,6756,CT,litchfield,5.4,387000,311000
8864,53048,WI,dodge,8.3,146500,138400
8865,15026,PA,beaver,9.9,154300,159500
8866,84745,UT,washington,8.9,219600,146800
8867,21140,MD,anne arundel,5.0,484500,401600
8868,37373,TN,hamilton,13.5,110500,115700
8869,1984,MA,essex,10.4,538400,498600
8870,21661,MD,kent,12.7,238200,176300
8871,37046,TN,williamson,5.0,220100,274300
8872,6018,CT,litchfield,5.4,207600,164500
8873,52068,IA,dubuque,8.8,185800,214400
8874,21034,MD,harford,5.6,240700,223300
8875,98240,WA,whatcom,15.1,312600,277700
8876,45850,OH,allen,14.5,115100,98800
8877,89040,NV,clark,10.7,224300,124800
8878,62018,IL,madison,11.3,64300,58800
8879,22213,VA,arlington,6.5,606800,643800
8880,53521,WI,dane,10.9,198200,207900
8881,54126,WI,brown,10.3,140200,147900
8882,98546,WA,mason,12.2,339300,256800
8883,85631,AZ,pinal,12.5,112300,62900
8884,13033,NY,cayuga,12.7,84500,84300
8885,30124,GA,floyd,16.6,141500,94400
8886,51510,IA,pottawattamie,10.9,98700,91000
8888,1518,MA,worcester,9.5,302100,258400
8889,16051,PA,butler,8.8,131800,144800
8890,48096,MI,macomb,8.3,241300,204400
8891,6469,CT,middlesex,5.2,254500,206900
8892,37049,TN,robertson,11.6,145000,137500
8893,78619,TX,hays,13.7,281600,378000
8894,97385,OR,marion,15.2,251600,229200
8895,46510,IN,kosciusko,8.6,79500,92300
8896,8738,NJ,ocean,8.4,1349500,918900
8897,7046,NJ,morris,4.1,868900,769600
8898,15679,PA,westmoreland,9.5,106700,110900
8899,12074,NY,saratoga,6.9,188000,176400
8900,37051,TN,montgomery,12.7,109400,120200
8901,99323,WA,walla walla,17.4,188100,214200
8902,37183,TN,bedford,17.7,126600,131300
8903,43447,OH,wood,10.8,133600,101800
8904,29439,SC,charleston,15.2,622800,491600
8905,30171,GA,gordon,14.3,121500,96300
8906,55375,MN,hennepin,10.6,278100,255600
8907,6063,CT,litchfield,5.4,252900,219800
8908,21673,MD,talbot,8.3,257700,199000
8909,49425,MI,muskegon,15.7,90400,72600
8910,28159,NC,rowan,12.3,87700,76500
8911,61547,IL,peoria,13.6,156400,161500
8912,45369,OH,clark,15.5,138900,130700
8913,32568,FL,escambia,15.0,101100,94500
8914,53076,WI,washington,5.2,270200,284200
8915,15148,PA,allegheny,11.6,46800,50000
8916,21561,MD,garrett,12.9,283300,272200
8917,27233,NC,guilford,15.5,127900,115400
8919,48436,MI,genesee,16.8,170900,123900
8920,50124,IA,story,14.4,159000,170600
8921,93235,CA,tulare,23.2,137100,79800
8922,54013,WI,saint croix,5.3,145700,141100
8923,96755,HI,hawaii,13.1,450300,266300
8924,8560,NJ,mercer,9.3,451300,354000
8925,13308,NY,oneida,14.5,76000,85000
8926,27283,NC,guilford,15.5,118600,107000
8928,21756,MD,washington,10.5,345200,232000
8929,37806,TN,knox,12.8,84600,93500
8930,98648,WA,skamania,11.9,243700,192000
8932,91906,CA,san diego,11.1,313200,167900
8933,13480,NY,oneida,14.5,84500,99600
8934,12075,NY,columbia,10.0,247400,186400
8935,13476,NY,oneida,14.5,105900,104300
8936,43450,OH,wood,10.8,136800,111200
8937,87008,NM,bernalillo,14.9,234000,263300
8938,13668,NY,saint lawrence,15.9,52200,71100
8939,44429,OH,mahoning,16.6,90800,75400
8941,37035,TN,cheatham,9.3,133700,128400
8942,6093,CT,hartford,9.3,301300,272000
8943,48831,MI,clinton,7.1,108700,84100
8944,53075,WI,sheboygan,7.9,172100,146800
8946,7460,NJ,sussex,4.6,301200,228100
8947,97396,OR,yamhill,11.7,127900,120700
8948,11796,NY,suffolk,5.3,421700,346000
8949,49448,MI,muskegon,15.7,162000,125100
8950,54015,WI,saint croix,5.3,167200,157400
8951,14435,NY,livingston,12.8,129000,139800
8952,75166,TX,collin,6.2,193100,171000
8953,34756,FL,lake,9.0,354900,233400
8954,53933,WI,dodge,8.3,145200,136800
8955,62264,IL,saint clair,15.8,94900,84200
8956,53108,WI,racine,9.2,195800,176200
8957,56096,MN,le sueur,7.5,152300,158800
8958,7931,NJ,somerset,3.3,1122900,940900
8959,13667,NY,saint lawrence,15.9,50600,73800
8960,20676,MD,calvert,5.2,412400,318000
8961,17563,PA,lancaster,8.6,196400,185300
8962,48637,MI,saginaw,17.0,91500,82800
8963,53156,WI,jefferson,7.1,177500,174900
8964,76233,TX,grayson,12.6,89700,83800
8965,19505,PA,berks,11.1,208700,183600
8966,17023,PA,dauphin,11.0,118500,119900
8967,21849,MD,wicomico,13.2,168900,122300
8968,11719,NY,suffolk,5.3,440200,299400
8969,1235,MA,berkshire,10.8,213100,184500
8970,20688,MD,calvert,5.2,347600,250700
8971,63341,MO,saint charles,4.6,323100,296500
8972,89444,NV,douglas,7.7,360300,220000
8973,27581,NC,granville,13.2,140000,132700
8974,37134,TN,humphreys,14.7,79200,70200
8975,44626,OH,stark,10.9,106300,84800
8976,49101,MI,berrien,15.4,148600,141800
8977,7803,NJ,morris,4.1,338000,240700
8978,17034,PA,dauphin,11.0,98000,90100
8979,53013,WI,sheboygan,7.9,175300,158300
8980,97019,OR,multnomah,15.0,269500,288100
8981,28525,NC,lenoir,22.2,91100,91700
8982,7064,NJ,middlesex,6.6,328000,221500
8983,6280,CT,windham,8.5,223400,159500
8984,44428,OH,trumbull,14.6,105500,76700
8985,63037,MO,franklin,9.5,94900,108100
8986,1541,MA,worcester,9.5,348700,290900
8987,32124,FL,volusia,14.1,269800,170000
8988,45314,OH,greene,9.2,139300,135500
8989,55946,MN,goodhue,7.9,165000,123600
8991,38313,TN,madison,18.8,90400,91300
8992,12520,NY,orange,10.5,360200,250200
8993,73121,OK,oklahoma,15.9,103500,115500
8994,61273,IL,henry,9.8,120000,126500
8995,78417,TX,nueces,19.1,81200,75000
8996,13167,NY,oswego,13.8,113800,123300
8998,18076,PA,montgomery,5.3,211000,195000
8999,3278,NH,merrimack,8.1,220700,181200
9000,93737,CA,fresno,20.0,505700,253100
9001,62467,IL,effingham,10.1,131300,134700
9002,61559,IL,peoria,13.6,106400,118500
9003,53956,WI,dodge,8.3,136800,114000
9004,98340,WA,kitsap,8.9,446100,325100
9006,98548,WA,mason,12.2,171100,161100
9007,46573,IN,elkhart,11.1,138900,129900
9008,7088,NJ,union,8.0,292900,171500
9009,20158,VA,loudoun,3.0,592200,476800
9010,97111,OR,yamhill,11.7,210600,177200
9014,17859,PA,columbia,13.1,109500,118600
9016,21850,MD,wicomico,13.2,162200,116800
9018,10958,NY,orange,10.5,299500,216200
9019,21028,MD,harford,5.6,349400,315700
9020,93660,CA,fresno,20.0,172400,103700
9021,54738,WI,eau claire,13.0,154700,169000
9022,64070,MO,jackson,15.0,184200,154500
9023,98935,WA,yakima,19.7,92600,101900
9024,73179,OK,oklahoma,15.9,115900,133000
9025,1237,MA,berkshire,10.8,221800,197100
9026,44253,OH,medina,6.7,186000,169900
9027,79101,TX,potter,25.3,56300,60700
9028,28137,NC,stanly,13.8,109500,130400
9029,76066,TX,parker,8.6,99100,123800
9031,44085,OH,ashtabula,15.5,121500,111700
9032,55327,MN,hennepin,10.6,281700,234400
9034,6069,CT,litchfield,5.4,425500,353100
9035,23069,VA,hanover,5.1,227100,185300
9036,34737,FL,lake,9.0,290300,198700
9037,7838,NJ,warren,6.2,350500,235300
9039,44643,OH,stark,10.9,110000,102600
9040,52214,IA,linn,9.9,121700,116800
9041,61536,IL,peoria,13.6,121200,122100
9042,7717,NJ,monmouth,6.1,923700,774800
9043,30734,GA,gordon,14.3,124000,88300
9044,2464,MA,middlesex,6.9,463900,501100
9045,3608,NH,cheshire,8.1,266400,229900
9046,32564,FL,okaloosa,9.4,145500,104500
9047,85736,AZ,pima,14.9,195900,116700
9048,14543,NY,monroe,13.3,156500,159300
9049,96731,HI,honolulu,7.8,450900,412600
9050,11718,NY,suffolk,5.3,578800,425100
9051,43107,OH,fairfield,8.9,111800,100500
9052,72443,AR,greene,16.2,64000,66200
9053,55073,MN,washington,4.7,281600,232700
9054,3814,NH,carroll,9.5,211400,175300
9055,14111,NY,erie,13.7,96300,108000
9056,32767,FL,lake,9.0,121000,86000
9057,44451,OH,mahoning,16.6,132600,115400
9058,62670,IL,sangamon,12.8,133100,152900
9059,33827,FL,polk,12.8,179400,107400
9060,85543,AZ,graham,22.4,138900,124500
9061,12567,NY,dutchess,8.7,262600,188700
9062,22734,VA,fauquier,5.7,319800,195200
9063,16156,PA,mercer,11.2,113700,131300
9064,95916,CA,butte,17.1,187600,145000
9065,23690,VA,york,4.1,254800,206400
9066,27880,NC,wilson,17.8,157000,161100
9067,6455,CT,middlesex,5.2,253000,223100
9068,20776,MD,anne arundel,5.0,570300,440200
9069,20777,MD,howard,4.5,768700,625900
9070,21813,MD,worcester,9.2,383600,269700
9072,86017,AZ,coconino,16.2,375600,233200
9073,93527,CA,kern,18.1,163200,143100
9074,98244,WA,whatcom,15.1,193300,182000
9076,32346,FL,wakulla,11.3,461100,209900
9077,68059,NE,sarpy,6.2,149100,168300
9078,29487,SC,charleston,15.2,266000,250500
9079,46553,IN,elkhart,11.1,131700,123000
9080,80440,CO,park,7.4,220000,199800
9081,14807,NY,steuben,15.0,67600,75900
9082,43469,OH,sandusky,9.7,134300,113900
9083,98601,WA,clark,9.5,302800,292700
9084,99148,WA,stevens,16.5,192500,212400
9085,11509,NY,nassau,4.7,852800,791500
9087,23146,VA,hanover,5.1,281300,251400
9088,37180,TN,bedford,17.7,96500,108500
9089,61517,IL,peoria,13.6,143900,158400
9090,44275,OH,medina,6.7,156200,141300
9091,14025,NY,erie,13.7,133900,160400
9092,53139,WI,racine,9.2,172900,149900
9093,97456,OR,benton,17.6,202400,206700
9094,44688,OH,stark,10.9,89600,80800
9095,74733,OK,bryan,21.7,59100,96200
9096,1083,MA,worcester,9.5,219100,168100
9097,12514,NY,dutchess,8.7,347100,253900
9098,19507,PA,berks,11.1,168800,158800
9099,20623,MD,prince georges,8.1,457300,297800
9100,28071,NC,cabarrus,11.1,136600,139700
9101,59079,MT,yellowstone,9.7,173600,220600
9102,1223,MA,berkshire,10.8,220500,189600
9103,2804,RI,washington,6.3,255400,191900
9104,30205,GA,fayette,5.3,263500,232700
9105,32009,FL,nassau,8.9,217400,167200
9106,34705,FL,lake,9.0,199800,122600
9107,52338,IA,johnson,15.5,235100,247200
9108,38251,TN,henry,15.1,68700,83200
9109,96025,CA,siskiyou,17.7,168200,109900
9110,54440,WI,marathon,8.0,126000,131400
9111,65770,MO,greene,13.7,111300,104400
9112,12531,NY,dutchess,8.7,377600,260800
9113,3269,NH,belknap,7.8,243800,201300
9114,45053,OH,butler,11.9,243600,195700
9115,89085,NV,clark,10.7,430200,247900
9116,55020,MN,scott,4.2,347400,260800
9117,14770,NY,cattaraugus,15.8,58000,63500
9118,30663,GA,morgan,13.0,189400,165900
9119,12979,NY,clinton,13.2,105300,117900
9120,17529,PA,lancaster,8.6,218300,212400
9122,13478,NY,oneida,14.5,88600,99500
9123,85173,AZ,pinal,12.5,83100,64600
9124,7933,NJ,morris,4.1,520900,412700
9126,97327,OR,linn,13.8,158500,146800
9127,11959,NY,suffolk,5.3,1472400,1095800
9128,73141,OK,oklahoma,15.9,62800,69700
9129,13060,NY,onondaga,12.8,112100,133400
9132,95329,CA,tuolumne,12.5,318600,161100
9133,13691,NY,jefferson,14.7,82700,107800
9134,94038,CA,san mateo,6.0,858900,774500
9135,3827,NH,rockingham,4.6,338200,306400
9136,28033,NC,lincoln,10.5,100900,89600
9137,6089,CT,hartford,9.3,298700,261100
9138,17353,PA,adams,7.4,218200,133800
9139,14517,NY,livingston,12.8,67400,78800
9140,10968,NY,rockland,8.8,753800,603300
9141,92061,CA,san diego,11.1,561400,408700
9142,22737,VA,culpeper,8.3,324500,232200
9143,28449,NC,new hanover,13.7,543400,306400
9144,34773,FL,osceola,11.2,293000,168800
9145,16617,PA,blair,13.8,76900,91000
9146,92233,CA,imperial,21.0,140900,83200
9147,20664,MD,charles,5.9,322700,235400
9148,8247,NJ,cape may,8.9,1408800,914800
9149,8063,NJ,gloucester,7.6,165400,120000
9150,97067,OR,clackamas,9.2,233100,196400
9151,72959,AR,washington,15.4,91000,85800
9152,80644,CO,weld,11.6,181600,179500
9153,8045,NJ,camden,10.6,168100,126700
9154,18325,PA,monroe,9.1,202500,147700
9155,18038,PA,northampton,7.9,234000,190100
9156,95663,CA,placer,6.0,654900,439300
9157,24431,VA,augusta,7.2,192500,162400
9158,38477,TN,giles,15.0,74500,72500
9159,2110,MA,suffolk,19.3,670200,773400
9160,12850,NY,saratoga,6.9,202300,189500
9161,1503,MA,worcester,9.5,390000,339400
9162,8804,NJ,hunterdon,3.7,367200,258900
9163,22728,VA,fauquier,5.7,403600,274200
9164,28618,NC,watauga,18.6,161900,142100
9165,97131,OR,tillamook,13.8,265100,228300
9166,20733,MD,anne arundel,5.0,346100,273200
9167,97026,OR,marion,15.2,160600,120100
9168,12458,NY,ulster,11.2,155200,110400
9170,12543,NY,orange,10.5,205400,136500
9171,33921,FL,lee,10.1,1448100,993900
9172,43154,OH,fairfield,8.9,137600,140900
9173,76651,TX,ellis,10.7,78900,78600
9174,78123,TX,guadalupe,9.6,217200,239700
9177,12817,NY,warren,9.7,219000,216100
9178,27054,NC,rowan,12.3,125500,109300
9179,8097,NJ,gloucester,7.6,220400,164300
9180,10548,NY,westchester,7.7,416500,282100
9181,29458,SC,charleston,15.2,195600,158100
9182,55357,MN,hennepin,10.6,330200,266800
9183,96763,HI,maui,6.8,389400,335200
9184,55353,MN,stearns,11.7,187300,163400
9185,22656,VA,frederick,6.6,350100,256100
9186,28637,NC,burke,16.0,87500,91900
9188,38034,TN,crockett,18.0,72000,59400
9189,6330,CT,new london,6.9,239800,167600
9190,85625,AZ,cochise,16.3,98900,78900
9191,11941,NY,suffolk,5.3,417200,349500
9192,19529,PA,berks,11.1,205600,181300
9193,48140,MI,monroe,7.8,174600,150700
9195,77534,TX,brazoria,9.8,98600,118500
9196,7721,NJ,monmouth,6.1,254900,204600
9197,17240,PA,cumberland,6.4,135800,155600
9198,41063,KY,kenton,12.9,114900,111300
9199,7435,NJ,passaic,13.4,444000,315100
9200,21541,MD,garrett,12.9,354800,268400
9202,38066,TN,fayette,13.6,176300,192300
9203,2715,MA,bristol,9.3,318200,272700
9204,97827,OR,union,16.7,79500,110200
9205,49233,MI,lenawee,10.6,155700,116000
9206,12487,NY,ulster,11.2,230100,176000
9208,72135,AR,pulaski,15.5,196900,176200
9209,73059,OK,grady,14.1,56800,91300
9210,30303,GA,fulton,14.2,184700,102900
9211,11724,NY,suffolk,5.3,1377900,985000
9213,10998,NY,orange,10.5,335200,249900
9214,12106,NY,columbia,10.0,239100,193700
9215,1431,MA,middlesex,6.9,265900,216000
9216,1529,MA,worcester,9.5,302900,251400
9217,6384,CT,new london,6.9,244100,190100
9218,6757,CT,litchfield,5.4,360500,284200
9219,8061,NJ,gloucester,7.6,288800,219600
9220,1257,MA,berkshire,10.8,278200,260200
9221,2210,MA,suffolk,19.3,566500,683600
