prev_word_1,next_word_1,prev_word_2,next_word_2,sent_num,cap,word,tag,adj_count,adv_count,v_count,n_count,pre,suf,prev_tag
by,A.,Tuesday,Davenport,862,True,Horace,NP,0,0,0,1,,e,
Horace,Davenport,by,",",862,True,A.,NP,0,0,0,0,,,
A.,",",Horace,counsel,862,True,Davenport,NP,0,0,0,3,,,
",",for,Davenport,the,862,False,counsel,NN,0,0,1,2,,,
the,of,for,the,862,False,widow,NN,0,0,1,1,,,
the,killed,of,last,862,False,man,NN,0,0,2,11,,,
man,last,the,Nov.,862,False,killed,VB,0,0,15,0,,ed,
last,1,killed,by,862,True,Nov.,NP,0,0,0,0,,,
by,hit-run,1,car,862,True,Barnard's,NP,0,0,0,0,,,
Barnard's,car,by,.,862,False,hit-run,JJ,0,0,0,0,,,
hit-run,.,Barnard's,,862,False,car,NN,0,0,0,5,,,
The,will,,be,863,False,petitions,NN,0,0,1,2,,,
be,in,will,open,863,False,presented,VB,0,0,13,0,,ed,
in,court,presented,to,863,False,open,JJ,21,0,11,4,,,
open,to,in,President,863,False,court,NN,0,0,3,11,,,
to,Judge,court,William,863,True,President,NN,0,0,0,6,,,
President,William,to,F.,863,True,Judge,NN,0,0,5,2,,e,
Judge,F.,President,Dannehower,863,True,William,NP,0,0,0,0,,,
William,Dannehower,Judge,",",863,True,F.,NP,0,0,0,0,,,
F.,",",William,Davenport,863,True,Dannehower,NP,0,0,0,0,,er,
",",said,Dannehower,.,863,True,Davenport,NP,0,0,0,3,,,
Davenport,.,",",,863,False,said,VB,1,0,11,0,,,
,",",,who,864,True,Barnard,NP,0,0,0,0,,,
who,no,",",defense,864,False,pleaded,VB,0,0,4,0,,ed,
no,to,pleaded,manslaughter,864,False,defense,NN,0,0,0,12,,e,
to,and,defense,hit-run,864,False,manslaughter,NN,0,0,0,1,,er,
and,charges,manslaughter,",",864,False,hit-run,JJ,0,0,0,0,,,
hit-run,",",and,was,864,False,charges,NN,0,0,25,15,,,
was,$500,",",by,864,False,fined,VB,0,0,4,0,,ed,
fined,by,was,Judge,864,True,$500,NN,0,0,0,0,,,
by,Warren,$500,K.,864,True,Judge,NN,0,0,5,2,,e,
Judge,K.,by,Hess,864,True,Warren,NP,0,0,0,5,,,
Warren,Hess,Judge,",",864,True,K.,NP,0,0,0,0,,,
K.,",",Warren,and,864,True,Hess,NP,0,0,0,4,,,
and,on,",",two,864,False,placed,VB,2,0,16,0,,ed,
two,probation,on,providing,864,False,years',NN,0,0,0,0,,,
years',providing,two,he,864,False,probation,NN,0,0,0,3,,ion,
not,during,does,that,864,False,drive,VB,0,0,22,12,,e,
that,.,during,,864,False,time,NN,0,0,5,10,,e,
was,driving,He,the,865,False,caught,VB,0,0,29,0,,,
caught,the,was,day,865,False,driving,VB,2,0,22,2,,ing,
the,after,driving,the,865,False,day,NN,0,0,0,10,,,
the,was,after,pronounced,865,False,sentence,NN,0,0,1,3,,e,
was,and,sentence,given,865,False,pronounced,VB,1,0,2,0,,ed,
and,a,pronounced,warning,865,False,given,VB,2,0,44,1,,,
a,.,given,,865,False,warning,NN,1,0,4,3,,ing,
,of,,the,866,True,Victim,NN,0,0,0,2,,,
the,was,of,Robert,866,False,accident,NN,0,0,0,2,,,
was,Lee,accident,Stansbery,866,True,Robert,NP,0,0,0,1,,,
Robert,Stansbery,was,",",866,True,Lee,NP,1,0,0,8,,e,
Lee,",",Robert,39,866,True,Stansbery,NP,0,0,0,0,,,
His,started,,the,867,False,widow,NN,0,0,1,1,,,
widow,the,His,circulation,867,False,started,VB,0,0,14,0,,ed,
the,of,started,petitions,867,False,circulation,NN,0,0,0,6,,ion,
of,after,circulation,Barnard,867,False,petitions,NN,0,0,1,2,,,
after,was,petitions,reprimanded,867,True,Barnard,NP,0,0,0,0,,,
was,for,Barnard,violating,867,False,reprimanded,VB,0,0,2,0,,ed,
for,the,reprimanded,probation,867,False,violating,VB,0,0,6,0,,ing,
the,.,violating,,867,False,probation,NN,0,0,0,3,,ion,
The,Planning,,Commission,868,True,City,NN,0,0,0,3,,,
City,Commission,The,on,868,True,Planning,VB,0,0,4,3,,ing,
Planning,on,City,Tuesday,868,True,Commission,NN,0,0,3,9,,ion,
Tuesday,agreements,on,between,868,False,approved,VB,1,0,2,0,,ed,
approved,between,Tuesday,two,868,False,agreements,NN,0,0,0,6,,,
two,and,between,the,868,False,redevelopers,NN,0,0,0,0,,,
the,Authority,and,for,868,True,Redevelopment,NN,0,0,0,1,,,
Redevelopment,for,the,the,868,True,Authority,NN,0,0,0,7,,,
the,of,for,land,868,False,purchase,NN,0,0,1,4,,e,
of,in,purchase,the,868,False,land,NN,0,0,7,11,,,
the,Eastwick,in,Redevelopment,868,True,"$300,000,000",NN,0,0,0,0,,,
"$300,000,000",Redevelopment,the,Area,868,True,Eastwick,NP,0,0,0,0,,,
Eastwick,Area,"$300,000,000",project,868,True,Redevelopment,NN,0,0,0,1,,,
Redevelopment,project,Eastwick,.,868,True,Area,NN,0,0,0,6,,,
Area,.,Redevelopment,,868,False,project,NN,0,0,12,2,,,
The,also,,approved,869,False,commission,NN,0,0,3,9,,ion,
commission,approved,The,a,869,False,also,RB,0,1,0,0,,,
also,a,commission,novel,869,False,approved,VB,1,0,2,0,,ed,
a,plan,approved,that,869,False,novel,JJ,2,0,0,2,,,
novel,that,a,would,869,False,plan,NN,0,0,4,3,,,
would,traffic,that,hazards,869,False,eliminate,VB,0,0,7,0,,e,
eliminate,hazards,would,for,869,False,traffic,NN,0,0,2,4,,,
traffic,for,eliminate,pedestrians,869,False,hazards,NN,0,0,3,3,,,
for,in,hazards,the,869,False,pedestrians,NN,0,0,0,1,,,
the,.,in,,869,False,project,NN,0,0,12,2,,,
the,calls,of,for,870,False,agreements,NN,0,0,0,6,,,
agreements,for,the,the,870,False,calls,VB,0,0,28,13,,,
the,Eastwick,for,Corp.,870,True,New,JJ,11,1,0,0,,,
New,Corp.,the,to,870,True,Eastwick,NP,0,0,0,0,,,
Eastwick,to,New,purchase,870,True,Corp.,NN,0,0,0,0,,,
to,a,Corp.,1311,870,False,purchase,VB,0,0,1,4,,e,
1311,tract,a,for,870,False,acre,NN,0,0,0,3,,e,
acre,for,1311,"$12,192,865",870,False,tract,NN,0,0,0,4,,,
for,.,tract,,870,True,"$12,192,865",NN,0,0,0,0,,,
The,is,,bounded,871,False,tract,NN,0,0,0,4,,,
is,by,tract,Island,871,False,bounded,VB,1,0,4,0,,ed,
by,Ave.,bounded,",",871,True,Island,NN,0,0,0,2,,,
Island,",",by,Dicks,871,True,Ave.,NN,0,0,0,0,,,
",",Ave.,Ave.,",",871,True,Dicks,NP,0,0,0,2,,,
Dicks,",",",",61st,871,True,Ave.,NN,0,0,0,0,,,
61st,",",",",and,871,True,St.,NN,0,0,0,0,,,
and,Ave.,",",.,871,True,Eastwick,NP,0,0,0,0,,,
Eastwick,.,and,,871,True,Ave.,NN,0,0,0,0,,,
Four,planned,,,872,False,parks,NN,0,0,2,7,,,
parks,,Four,,872,False,planned,VB,2,0,4,0,,ed,
is,as,It,Stage,873,False,designated,VB,0,0,5,0,,ed,
as,1,designated,Residential,873,True,Stage,NN,0,0,2,8,,e,
1,on,Stage,the,873,True,Residential,JJ,2,0,0,0,,,
the,Authority's,on,master,873,True,Redevelopment,NN,0,0,0,1,,,
Redevelopment,master,the,plan,873,True,Authority's,NN,0,0,0,0,,,
Authority's,plan,Redevelopment,and,873,False,master,JJ,1,0,4,10,,er,
master,and,Authority's,will,873,False,plan,NN,0,0,4,3,,,
will,row,and,houses,873,False,feature,VB,0,0,2,6,,e,
feature,houses,will,",",873,False,row,NN,0,0,1,7,,,
row,",",feature,garden,873,False,houses,NN,0,0,2,12,,,
",",apartments,houses,",",873,False,garden,NN,0,0,1,3,,,
garden,",",",",four,873,False,apartments,NN,0,0,0,1,,,
four,parks,",",",",873,False,small,JJ,10,1,0,2,,,
small,",",four,schools,873,False,parks,NN,0,0,2,7,,,
",",",",parks,churches,873,False,schools,NN,0,0,3,7,,,
",",",",schools,a,873,False,churches,NN,0,0,1,4,,,
a,center,",",and,873,False,shopping,VB,0,0,4,2,,ing,
shopping,and,a,several,873,False,center,NN,2,0,3,18,,er,
several,clusters,and,of,873,False,small,JJ,10,1,0,2,,,
small,of,several,stores,873,False,clusters,NN,0,0,2,1,,,
of,.,clusters,,873,False,stores,NN,0,0,2,4,,,
The,was,,formed,874,False,corporation,NN,0,0,0,2,,ion,
was,by,corporation,the,874,False,formed,VB,1,0,7,0,,ed,
the,Metal,by,Co.,874,True,Reynolds,NP,0,0,0,1,,,
Reynolds,Co.,the,and,874,True,Metal,NN,1,0,1,2,,,
Metal,and,Reynolds,the,874,True,Co.,NN,0,0,0,0,,,
the,A.,and,and,874,True,Samuel,NP,0,0,0,1,,,
Samuel,and,the,Henry,874,True,A.,NP,0,0,0,0,,,
and,A.,A.,Berger,874,True,Henry,NP,0,0,0,4,,,
Henry,Berger,and,firm,874,True,A.,NP,0,0,0,0,,,
A.,firm,Henry,",",874,True,Berger,NP,0,0,0,0,,er,
Berger,",",A.,a,874,False,firm,NN,10,1,2,1,,,
a,builder,",",",",874,True,Philadelphia,NP,0,0,0,1,,,
Philadelphia,",",a,for,874,False,builder,NN,0,0,0,3,,er,
for,in,",",the,874,False,work,NN,0,0,27,7,,,
the,.,in,,874,False,project,NN,0,0,12,2,,,
second,permits,The,the,875,False,agreement,NN,0,0,0,6,,,
agreement,the,second,authority,875,False,permits,VB,0,0,3,3,,,
the,to,permits,sell,875,False,authority,NN,0,0,0,7,,,
to,a,authority,520-acre,875,False,sell,VB,0,0,8,1,,,
a,tract,sell,west,875,True,520-acre,JJ,0,0,0,0,,e,
520-acre,west,a,of,875,False,tract,NN,0,0,0,4,,,
of,1,west,Residential,875,True,Stage,NN,0,0,2,8,,e,
1,to,Stage,Philadelphia,875,True,Residential,JJ,2,0,0,0,,,
to,Builders,Residential,Eastwick,875,True,Philadelphia,NP,0,0,0,1,,,
Philadelphia,Eastwick,to,Corp.,875,True,Builders,NN,0,0,0,3,,,
Builders,Corp.,Philadelphia,",",875,True,Eastwick,NP,0,0,0,0,,,
Eastwick,",",Builders,a,875,True,Corp.,NN,0,0,0,0,,,
a,composed,",",of,875,False,firm,NN,10,1,2,1,,,
firm,of,a,10,875,False,composed,VB,1,0,6,0,,ed,
10,area,of,builders,875,True,Philadelphia,NP,0,0,0,1,,,
Philadelphia,builders,10,",",875,False,area,NN,0,0,0,6,,,
area,",",Philadelphia,which,875,False,builders,NN,0,0,0,3,,,
is,in,which,developing,875,False,interested,VB,2,0,3,0,in,ed,
in,part,interested,of,875,False,developing,VB,1,0,21,1,,ing,
developing,of,in,the,875,False,part,NN,0,1,5,12,,,
the,.,of,,875,False,project,NN,0,0,12,2,,,
Would,vehicles,,,876,False,bar,VB,0,0,4,15,,,
bar,,Would,,876,False,vehicles,NN,0,0,0,4,,,
The,for,,eliminating,877,False,plan,NN,0,0,4,3,,,
for,traffic,plan,hazards,877,False,eliminating,VB,0,0,7,0,,ing,
eliminating,hazards,for,for,877,False,traffic,NN,0,0,2,4,,,
traffic,for,eliminating,pedestrians,877,False,hazards,NN,0,0,3,3,,,
for,was,hazards,developed,877,False,pedestrians,NN,0,0,0,1,,,
was,by,pedestrians,Dr.,877,False,developed,VB,3,0,21,0,,ed,
by,Constantinos,developed,A.,877,True,Dr.,NN,0,0,0,2,,,
Dr.,A.,by,Doxiadis,877,True,Constantinos,NP,0,0,0,0,,,
Constantinos,Doxiadis,Dr.,",",877,True,A.,NP,0,0,0,0,,,
A.,",",Constantinos,former,877,True,Doxiadis,NP,0,0,0,0,,,
former,of,",",Reconstruction,877,True,Minister,NN,0,0,2,4,,er,
of,in,Minister,Greece,877,True,Reconstruction,NN,0,0,0,4,,ion,
in,and,Reconstruction,a,877,True,Greece,NP,0,0,0,2,,e,
a,planner,and,for,877,False,consulting,VB,0,0,4,0,,ing,
consulting,for,a,the,877,False,planner,NN,0,0,0,2,,er,
the,Eastwick,for,Corp.,877,True,New,JJ,11,1,0,0,,,
New,Corp.,the,.,877,True,Eastwick,NP,0,0,0,0,,,
Eastwick,.,New,,877,True,Corp.,NN,0,0,0,0,,,
The,calls,,for,878,False,plan,NN,0,0,4,3,,,
plan,for,The,dividing,878,False,calls,VB,0,0,28,13,,,
for,the,calls,project,878,False,dividing,VB,0,0,6,0,,ing,
the,into,dividing,16,878,False,project,NN,0,0,12,2,,,
16,which,into,would,878,False,sectors,NN,0,0,0,6,,,
be,to,would,vehicular,878,False,barred,VB,2,0,4,0,,ed,
to,traffic,barred,.,878,False,vehicular,JJ,1,0,0,0,,,
vehicular,.,to,,878,False,traffic,NN,0,0,2,4,,,
It,for,,a,879,False,provides,VB,0,0,7,0,,,
a,of,for,landscaped,879,False,series,NN,0,0,0,7,,,
of,walkways,series,and,879,False,landscaped,VB,1,0,2,0,,ed,
landscaped,and,of,a,879,False,walkways,NN,0,0,0,1,,,
a,esplanade,and,that,879,False,central,JJ,2,0,0,1,,,
central,that,a,would,879,False,esplanade,NN,0,0,0,1,,e,
would,run,that,through,879,False,eventually,RB,0,1,0,0,,ly,
eventually,through,would,the,879,False,run,VB,0,0,41,16,,,
the,of,through,the,879,False,center,NN,2,0,3,18,,er,
the,two-and-a-half-mile,of,length,879,False,entire,JJ,4,0,0,1,,e,
entire,length,the,of,879,False,two-and-a-half-mile,JJ,0,0,0,0,,e,
two-and-a-half-mile,of,entire,the,879,False,length,NN,0,0,0,5,,,
the,.,of,,879,False,project,NN,0,0,12,2,,,
The,eliminates,,Grovers,880,False,esplanade,NN,0,0,0,1,,e,
esplanade,Grovers,The,Ave.,880,False,eliminates,VB,0,0,7,0,,,
eliminates,Ave.,esplanade,",",880,True,Grovers,NP,0,0,0,0,,,
Grovers,",",eliminates,which,880,True,Ave.,NN,0,0,0,0,,,
on,plans,which,ran,880,False,original,JJ,4,0,0,2,,,
original,ran,on,through,880,False,plans,NN,0,0,4,3,,,
plans,through,original,the,880,False,ran,VB,0,0,41,0,,,
the,of,through,the,880,False,center,NN,2,0,3,18,,er,
the,.,of,,880,False,development,NN,0,0,0,9,,,
The,would,,feature,881,False,esplanade,NN,0,0,0,1,,e,
would,pedestrian,esplanade,bridges,881,False,feature,VB,0,0,2,6,,e,
feature,bridges,would,over,881,False,pedestrian,NN,1,0,0,1,,,
pedestrian,over,feature,roads,881,False,bridges,NN,0,0,3,10,,,
over,in,bridges,the,881,False,roads,NN,0,0,0,3,,,
the,.,in,,881,False,project,NN,0,0,12,2,,,
,City,,",",882,True,Kansas,NP,0,0,0,6,,,
Kansas,",",,Mo.,882,True,City,NN,0,0,0,3,,,
",",",",City,Feb.,882,True,Mo.,NP,0,0,0,0,,,
",",9,Mo.,(,882,True,Feb.,NP,0,0,0,0,,,
(,),9,,882,True,UPI,NP,0,0,0,0,,,
The,of,--,the,883,False,president,NN,0,0,0,6,,,
the,City,of,local,883,True,Kansas,NP,0,0,0,6,,,
Kansas,local,the,of,883,True,City,NN,0,0,0,3,,,
City,of,Kansas,the,883,False,local,NN,3,0,0,2,,,
the,Association,of,of,883,True,International,JJ,2,0,0,1,in,,
International,of,the,Fire,883,True,Association,NN,0,0,0,8,,ion,
of,Fighters,Association,was,883,True,Fire,NN,0,0,9,9,,e,
Fire,was,of,severly,883,True,Fighters,NN,0,0,0,3,,,
severly,today,was,when,883,False,injured,VB,1,0,3,0,in,ed,
a,tore,when,his,883,False,bomb,NN,0,0,2,3,,,
bomb,his,a,car,883,False,tore,VB,0,0,5,1,,e,
his,apart,tore,as,883,False,car,NN,0,0,0,5,,,
car,as,his,he,883,False,apart,RB,2,6,0,0,,,
he,home,as,for,883,False,left,VB,4,1,14,5,,,
for,.,home,,883,False,work,NN,0,0,27,7,,,
,Chief,,Stanton,884,True,Battalion,NN,0,0,0,2,,ion,
Battalion,Stanton,,M.,884,True,Chief,NN,1,0,0,3,,,
Chief,M.,Battalion,Gladden,884,True,Stanton,NP,0,0,0,1,,,
Stanton,Gladden,Chief,",",884,True,M.,NP,0,0,0,0,,,
M.,",",Stanton,42,884,True,Gladden,NP,0,0,2,0,,,
the,figure,",",in,884,False,central,JJ,2,0,0,1,,,
central,in,the,a,884,False,figure,NN,0,0,5,13,,e,
a,dispute,in,between,884,False,representation,NN,0,0,0,10,,ion,
representation,between,a,the,884,False,dispute,NN,0,0,2,2,,e,
the,fighters,between,association,884,False,fire,NN,0,0,9,9,,e,
fire,association,the,and,884,False,fighters,NN,0,0,0,3,,,
fighters,and,fire,the,884,False,association,NN,0,0,0,8,,ion,
the,union,and,",",884,False,teamsters,NN,0,0,0,2,,,
teamsters,",",the,suffered,884,False,union,NN,2,0,0,11,un,ion,
",",multiple,union,fractures,884,False,suffered,VB,0,0,11,0,,ed,
suffered,fractures,",",of,884,False,multiple,JJ,1,0,0,1,,e,
multiple,of,suffered,both,884,False,fractures,NN,0,0,6,3,,,
both,.,of,,884,False,ankles,NN,0,0,0,1,,,
in,Memorial,was,hospital,885,True,Baptist,NP,0,0,0,1,,,
Baptist,hospital,in,.,885,True,Memorial,JJ,0,0,0,3,,,
Memorial,.,Baptist,,885,False,hospital,NN,0,0,0,2,,,
,sets,,off,886,True,Ignition,NN,0,0,0,3,,ion,
Ignition,off,,blast,886,False,sets,VB,0,0,25,13,,,
off,,sets,,886,False,blast,NN,0,0,10,6,,,
The,chief,,said,887,False,battalion,NN,0,0,0,2,,ion,
battalion,said,The,he,887,False,chief,NN,1,0,0,3,,,
chief,he,battalion,had,887,False,said,VB,1,0,11,0,,,
had,gotten,he,into,887,False,just,RB,4,6,0,0,,,
just,into,had,his,887,False,gotten,VB,0,0,36,0,,,
1958,automobile,his,to,887,False,model,NN,1,0,6,9,,,
model,to,1958,move,887,False,automobile,NN,0,0,1,1,,e,
to,it,automobile,from,887,False,move,VB,0,0,16,5,,e,
the,of,from,his,887,False,driveway,NN,0,0,0,1,,,
his,so,of,that,887,False,home,NN,3,3,2,9,,e,
could,his,he,other,887,False,take,VB,0,0,42,2,,e,
other,to,his,work,887,False,car,NN,0,0,0,5,,,
to,.,car,,887,False,work,VB,0,0,27,7,,,
I'd,turned,``,on,888,False,just,RB,4,6,0,0,,,
just,on,I'd,the,888,False,turned,VB,2,0,26,0,,ed,
the,when,on,there,888,False,ignition,NN,0,0,0,3,,ion,
a,flash,was,and,888,False,big,JJ,13,4,0,0,,,
big,and,a,I,888,False,flash,NN,1,0,8,10,,,
was,on,I,the,888,False,lying,VB,0,0,7,1,,ing,
the,'',on,",",888,False,driveway,NN,0,0,0,1,,,
he,.,",",,888,False,said,VB,1,0,11,0,,,
,wife,,and,889,True,Gladden's,NP,0,0,0,0,,,
Gladden's,and,,two,889,False,wife,NN,0,0,0,1,,e,
his,",",of,John,889,False,sons,NN,0,0,0,2,,,
",",",",sons,17,889,True,John,NP,0,0,0,5,,,
and,",",",",13,889,True,Jim,NP,0,0,0,0,,,
the,.,inside,,889,False,house,NN,0,0,2,12,,e,
The,boy,,said,890,False,younger,JJ,6,0,0,0,,er,
younger,said,The,the,890,False,boy,NN,0,0,0,4,,,
boy,the,younger,blast,890,False,said,VB,1,0,11,0,,,
the,knocked,said,him,890,False,blast,NN,0,0,10,6,,,
blast,him,the,out,890,False,knocked,VB,0,0,6,0,,ed,
of,and,out,against,890,False,bed,NN,0,0,5,8,,ed,
the,.,against,,890,False,wall,NN,0,0,1,8,,,
,flies,,over,891,True,Hood,NN,0,0,1,10,,,
Hood,over,,house,891,False,flies,VB,0,0,14,6,,,
over,,flies,,891,False,house,NN,0,0,2,12,,e,
The,sent,,the,892,False,explosion,NN,0,0,0,7,,ion,
explosion,the,The,hood,892,False,sent,VB,1,0,8,1,,,
the,of,sent,the,892,False,hood,NN,0,0,1,10,,,
the,flying,of,over,892,False,car,NN,0,0,0,5,,,
car,over,the,the,892,False,flying,VB,2,0,14,1,,ing,
the,of,over,the,892,False,roof,NN,0,0,1,4,,,
the,.,of,,892,False,house,NN,0,0,2,12,,e,
The,front,,wheel,893,False,left,JJ,4,1,14,5,,,
left,wheel,The,landed,893,False,front,NN,1,0,2,10,,,
front,landed,left,100,893,False,wheel,NN,0,0,4,7,,,
wheel,100,front,feet,893,False,landed,VB,1,0,7,0,,ed,
100,away,landed,.,893,False,feet,NN,0,0,0,11,,,
feet,.,100,,893,False,away,RB,3,11,0,0,,,
,laboratory,,technicians,894,True,Police,NN,0,0,1,1,,e,
Police,technicians,,said,894,False,laboratory,NN,0,0,0,2,,,
laboratory,said,Police,the,894,False,technicians,NN,0,0,0,2,,,
technicians,the,laboratory,explosive,894,False,said,VB,1,0,11,0,,,
the,device,said,",",894,False,explosive,JJ,3,0,0,1,,e,
explosive,",",the,containing,894,False,device,NN,0,0,0,5,,e,
",",either,device,TNT,894,False,containing,VB,0,0,6,0,,ing,
either,or,containing,nitroglycerine,894,True,TNT,NN,0,0,0,1,,,
or,",",TNT,was,894,False,nitroglycerine,NN,0,0,0,1,,e,
was,placed,",",under,894,False,apparently,RB,0,2,0,0,,ly,
apparently,under,was,the,894,False,placed,VB,2,0,16,0,,ed,
the,front,under,wheel,894,False,left,JJ,4,1,14,5,,,
left,wheel,the,.,894,False,front,NN,1,0,2,10,,,
front,.,left,,894,False,wheel,NN,0,0,4,7,,,
was,believed,It,the,895,False,first,RB,6,4,0,6,,,
first,the,was,bomb,895,False,believed,VB,0,0,5,0,,ed,
the,was,believed,rigged,895,False,bomb,NN,0,0,2,3,,,
was,to,bomb,the,895,False,rigged,VB,1,0,4,0,,ed,
the,starter,to,.,895,False,car's,NN,0,0,0,0,,,
car's,.,the,,895,False,starter,NN,0,0,0,7,,er,
,had,,been,896,True,Gladden,NP,0,0,2,0,,,
the,of,been,threatening,896,False,target,NN,0,0,1,5,,,
of,telephone,target,calls,896,False,threatening,VB,2,0,3,0,,ing,
threatening,calls,of,in,896,False,telephone,NN,0,0,1,2,,e,
telephone,in,threatening,recent,896,False,calls,NN,0,0,28,13,,,
in,months,calls,and,896,False,recent,JJ,2,0,0,1,,,
recent,and,in,reportedly,896,False,months,NN,0,0,0,2,,,
and,received,months,one,896,False,reportedly,RB,0,1,0,0,,ly,
reportedly,one,and,last,896,False,received,VB,2,0,13,0,,ed,
last,.,one,,896,False,night,NN,0,0,0,8,,,
The,department,,here,897,False,fire,NN,0,0,9,9,,e,
fire,here,The,has,897,False,department,NN,0,0,0,3,,,
department,has,fire,been,897,False,here,RB,1,4,0,2,,e,
been,for,has,months,897,False,torn,VB,2,0,5,0,,,
for,by,torn,dissension,897,False,months,NN,0,0,0,2,,,
by,involving,months,top,897,False,dissension,NN,0,0,0,2,,ion,
dissension,top,by,personnel,897,False,involving,VB,0,0,7,0,in,ing,
involving,personnel,dissension,and,897,False,top,JJ,1,0,10,11,,,
top,and,involving,the,897,False,personnel,NN,0,0,0,2,,,
the,between,and,the,897,False,fight,NN,0,0,4,5,,,
the,fighters,between,association,897,False,fire,NN,0,0,9,9,,e,
fire,association,the,and,897,False,fighters,NN,0,0,0,3,,,
fighters,and,fire,the,897,False,association,NN,0,0,0,8,,ion,
the,union,and,.,897,False,teamsters,NN,0,0,0,2,,,
teamsters,.,the,,897,False,union,NN,2,0,0,11,un,ion,
,fight,,on,898,True,Led,VB,0,0,14,1,,ed,
Led,on,,teamsters,898,False,fight,NN,0,0,4,5,,,
on,,fight,,898,False,teamsters,NN,0,0,0,2,,,
,has,,been,899,True,Gladden,NP,0,0,2,0,,,
an,critic,been,of,899,False,outspoken,JJ,2,0,0,0,,,
outspoken,of,an,the,899,False,critic,NN,0,0,0,3,,,
the,city,of,administration,899,False,present,JJ,2,0,13,3,,,
present,administration,the,and,899,False,city,NN,0,0,0,3,,,
city,and,present,led,899,False,administration,NN,0,0,0,6,,ion,
and,his,administration,union's,899,False,led,VB,0,0,14,1,,ed,
his,battle,led,against,899,False,union's,NN,0,0,0,0,un,,
union's,against,his,the,899,False,battle,NN,0,0,1,3,,e,
the,",",against,which,899,False,teamsters,NN,0,0,0,2,,,
which,organizing,",",city,899,False,began,VB,0,0,10,0,,,
began,city,which,firemen,899,False,organizing,VB,0,0,6,0,,ing,
organizing,firemen,began,in,899,False,city,NN,0,0,0,3,,,
city,in,organizing,1959,899,False,firemen,NN,0,0,0,4,,,
The,fighters,,association,900,False,fire,NN,0,0,9,9,,e,
fire,association,The,here,900,False,fighters,NN,0,0,0,3,,,
fighters,here,fire,offered,900,False,association,NN,0,0,0,8,,ion,
association,offered,fighters,a,900,False,here,RB,1,4,0,2,,e,
here,a,association,"$5,000",900,False,offered,VB,0,0,13,0,,ed,
a,reward,offered,for,900,True,"$5,000",NN,0,0,0,0,,,
"$5,000",for,a,information,900,False,reward,NN,0,0,3,5,,,
for,leading,reward,to,900,False,information,NN,0,0,0,5,in,ion,
information,to,for,the,900,False,leading,VB,4,0,14,2,,ing,
the,of,to,the,900,False,arrest,NN,0,0,4,2,,est,
the,or,of,persons,900,False,person,NN,0,0,0,3,,,
or,responsible,person,for,900,False,persons,NN,0,0,0,3,,,
persons,for,or,the,900,False,responsible,JJ,3,0,0,0,,e,
the,.,for,,900,False,bombing,NN,0,0,2,2,,ing,
A,reward,,was,901,True,$500,NN,0,0,0,0,,,
$500,was,A,offered,901,False,reward,VB,0,0,3,5,,,
was,by,reward,the,901,False,offered,VB,0,0,13,0,,ed,
the,local,by,in,901,False,association's,NN,0,0,0,0,,,
association's,in,the,Kansas,901,False,local,JJ,3,0,0,2,,,
in,City,local,",",901,True,Kansas,NP,0,0,0,6,,,
Kansas,",",in,Kas.,901,True,City,NN,0,0,0,3,,,
",",.,City,,901,True,Kas.,NP,0,0,0,0,,,
The,said,,it,902,False,association,NN,0,0,0,8,,ion,
association,it,The,would,902,False,said,VB,1,0,11,0,,,
would,24,it,hour,902,False,post,VB,0,0,12,11,,,
24,guards,post,at,902,False,hour,NN,0,0,0,4,,,
hour,at,24,Gladden's,902,False,guards,NN,0,0,4,10,,,
at,home,guards,and,902,True,Gladden's,NP,0,0,0,0,,,
Gladden's,and,at,at,902,False,home,NN,3,3,2,9,,e,
of,Mining,those,and,902,True,James,NP,0,0,7,10,,,
James,and,of,Eugene,902,True,Mining,NP,0,0,2,2,,ing,
and,Shiflett,Mining,.,902,True,Eugene,NP,0,0,0,2,,e,
Eugene,.,and,,902,True,Shiflett,NP,0,0,0,0,,,
,is,,secretary-treasurer,903,True,Mining,NP,0,0,2,2,,ing,
is,of,Mining,the,903,False,secretary-treasurer,NN,0,0,0,0,,er,
the,and,of,Shiflett,903,False,local,NN,3,0,0,2,,,
and,is,local,a,903,True,Shiflett,NP,0,0,0,0,,,
a,of,is,its,903,False,member,NN,0,0,0,5,,er,
its,committee,of,.,903,False,executive,NN,1,0,0,3,,e,
executive,.,its,,903,False,committee,NN,0,0,0,2,,e,
been,in,have,the,904,False,active,JJ,14,0,0,3,,e,
the,.,in,,904,False,association,NN,0,0,0,8,,ion,
,",",,Turkey,905,True,Ankara,NP,0,0,0,1,,,
",",",",Ankara,Oct.,905,True,Turkey,NP,0,0,0,5,,,
",",24,Turkey,(,905,True,Oct.,NP,0,0,0,0,,,
(,),24,,905,True,AP,NP,0,0,0,0,,,
--,political,,leaders,906,True,Turkish,JJ,1,0,0,1,,,
Turkish,leaders,--,bowed,906,False,political,JJ,3,0,0,0,,,
political,bowed,Turkish,today,906,False,leaders,NN,0,0,0,3,,,
leaders,today,political,to,906,False,bowed,VB,4,0,5,0,,ed,
to,pressure,today,and,906,False,military,JJ,3,0,0,1,,,
military,and,to,agreed,906,False,pressure,NN,0,0,2,7,,e,
and,to,pressure,form,906,False,agreed,VB,1,0,7,0,,ed,
to,an,agreed,emergency,906,False,form,VB,0,0,7,16,,,
